,building_type,total_area_of_buildings,num_of_buildings,num_of_floors,num_of_resdnts_units,num_of_units,condo?,coop?,primary_fuel,boiler_capacity,total_consumption_gallons,boiler_install_date
2171,Walk-Up Apartments,17970.0,1.0,5.0,21.0,23.0, , ,#4,2.3,20000.0,1982
2172,Loft Buildings,39400.0,1.0,5.0,35.0,39.0, , ,#4,2.14,20000.0,1987
2173,Office Buildings,37200.0,1.0,6.0,37.0,37.0, , ,#4,2.59,20000.0,1989
2174,Elevator Apartments,23997.0,1.0,5.0,32.0,32.0, , ,#4,2.94,20000.0,1990
2175,Elevator Apartments,44322.0,1.0,6.0,45.0,49.0, , ,#4,2.9,20000.0,1988
2176,Walk-Up Apartments,22770.0,1.0,6.0,28.0,31.0, , ,#4,2.6,20000.0,1988
2177,Condominiums,18885.0,1.0,5.0,28.0,28.0, , ,#4,2.3,20000.0,1988
2178,Condominiums,29242.0,1.0,5.0,31.0,31.0, , ,#4,2.6,20000.0,1988
2179,Walk-Up Apartments,46053.0,1.0,6.0,41.0,41.0, , ,#4,2.59,20000.0,1987
2180,Elevator Apartments,37960.0,1.0,5.0,41.0,41.0, , ,#4,3.7,20000.0,1990
2181,Office Buildings,34025.0,1.0,5.0,25.0,32.0, , ,#4,2.32,20000.0,1988
2182,"Churches, Synagogues, etc.",59766.0,1.0,6.0,43.0,43.0, ,YES,#6,4.2,20000.0,1989
2183,Elevator Apartments,34440.0,1.0,6.0,43.0,43.0, , ,#4,2.59,19980.0,1997
2184,Elevator Apartments,48852.0,1.0,6.0,48.0,48.0, , ,#4,3.01,19950.0,2005
2185,Walk-Up Apartments,22500.0,1.0,5.0,26.0,26.0, , ,#4,2.14,19856.0,1992
2186,Elevator Apartments,33048.0,1.0,6.0,26.0,29.0, , ,#4,2.1,19710.0,1984
2187,Walk-Up Apartments,20057.0,1.0,6.0,22.0,22.0, , ,#4,1.8,19710.0,1980
2188,Elevator Apartments,30000.0,1.0,6.0,36.0,36.0, , ,#4,2.0,19710.0,1994
2189,Elevator Apartments,30444.0,1.0,6.0,27.0,27.0, , ,#4,2.59,19582.0,1992
2190,Elevator Apartments,36000.0,1.0,5.0,37.0,37.0, , ,#4,2.6,19500.0,1987
2191,Elevator Apartments,41735.0,1.0,5.0,53.0,53.0, , ,#4,3.7,19418.0,1986
2192,Elevator Apartments,17834.0,1.0,5.0,21.0,21.0, , ,#4,1.9,19300.0,1968
2193,Walk-Up Apartments,13400.0,1.0,5.0,11.0,11.0, , ,#4,1.5,19162.0,1968
2194,Elevator Apartments,39285.0,4.0,4.0,40.0,40.0, , ,#4,4.2,19000.0,1989
2195,Walk-Up Apartments,36100.0,1.0,6.0,38.0,38.0, , ,#4,3.0,19000.0,1984
2196,Elevator Apartments,12360.0,1.0,4.0,15.0,15.0, , ,#4,1.8,18980.0,1983
2197,Elevator Apartments,21450.0,1.0,5.0,23.0,24.0, , ,#4,1.72,18980.0,1984
2198,Loft Buildings,21220.0,1.0,5.0,23.0,23.0, , ,#4,1.3,18907.0,2007
2199,Educational Structures,19080.0,1.0,5.0,23.0,23.0, , ,#4,1.73,18907.0,1992
2200,Office Buildings,21900.0,1.0,5.0,21.0,21.0, , ,#4,1.3,18907.0,2006
2201,Loft Buildings,16507.0,1.0,3.0,27.0,27.0, , ,#4,2.57,18000.0,1992
2202,Elevator Apartments,19750.0,1.0,5.0,26.0,26.0, , ,#4,2.0,18000.0,1986
2203,Elevator Apartments,26400.0,1.0,6.0,25.0,25.0, , ,#4,2.03,18000.0,1987
2204,Elevator Apartments,26400.0,1.0,3.0,24.0,24.0, , ,#4,1.72,18000.0,1991
2205,Elevator Apartments,31535.0,1.0,5.0,21.0,21.0, , ,#4,2.0,18000.0,1985
2206,Elevator Apartments,18720.0,1.0,4.0,25.0,25.0, , ,#4,2.3,18000.0,1987
2207,"Churches, Synagogues, etc.",39456.0,1.0,6.0,39.0,39.0, , ,#4,2.52,18000.0,1986
2208,Elevator Apartments,43990.0,1.0,5.0,43.0,43.0, , ,#4,2.5,17895.0,1982
2209,Elevator Apartments,42525.0,1.0,5.0,53.0,53.0, , ,#6,3.4,17812.0,1985
2210,Elevator Apartments,76267.0,1.0,6.0,42.0,46.0, , ,#4,4.2,17812.0,1984
2211,Elevator Apartments,32110.0,1.0,6.0,38.0,39.0, , ,#4,1.7,17520.0,1985
2212,Elevator Apartments,37673.0,1.0,6.0,36.0,37.0, , ,#4,2.3,17520.0,1986
2213,Elevator Apartments,9190.0,1.0,5.0,13.0,14.0, , ,#4,1.6,17520.0,1983
2214,Office Buildings,98000.0,1.0,5.0,0.0,0.0, , ,#4,1.7,17520.0,1960
2215,Educational Structures,17090.0,1.0,5.0,25.0,29.0, , ,#4,1.7,17500.0,1982
2216,Elevator Apartments,19516.0,1.0,5.0,36.0,36.0, , ,#4,2.03,17000.0,1989
2217,Elevator Apartments,24185.0,1.0,5.0,30.0,30.0, , ,#4,2.03,17000.0,1989
2218,Walk-Up Apartments,30345.0,1.0,5.0,35.0,35.0, , ,#4,2.94,17000.0,1988
2219,Elevator Apartments,15666.0,1.0,6.0,23.0,25.0, , ,#6,2.6,16800.0,2008
2220,Elevator Apartments,16280.0,1.0,5.0,23.0,25.0, , ,#4,2.0,16425.0,1986
2221,Elevator Apartments,15020.0,1.0,6.0,22.0,24.0, , ,#4,2.03,16425.0,1989
2222,Walk-Up Apartments,24255.0,1.0,5.0,30.0,30.0, , ,#4,2.0,16425.0,1988
2223,Walk-Up Apartments,27300.0,1.0,6.0,31.0,31.0, , ,#4,2.0,16425.0,1985
2224,Elevator Apartments,20400.0,1.0,5.0,26.0,26.0, , ,#4,2.0,16425.0,1985
2225,Elevator Apartments,34500.0,1.0,5.0,30.0,30.0, , ,#4,1.6,16425.0,2006
2226,Elevator Apartments,20330.0,1.0,5.0,26.0,26.0, , ,#4,2.03,16425.0,1989
2227,Walk-Up Apartments,22750.0,1.0,5.0,25.0,27.0, , ,#4,2.0,16425.0,1987
2228,Elevator Apartments,17666.0,1.0,4.0,21.0,24.0, , ,#4,2.0,16425.0,1986
2229,"Churches, Synagogues, etc.",29480.0,1.0,5.0,23.0,23.0, , ,#4,1.6,16425.0,2005
2230,Elevator Apartments,20933.0,1.0,5.0,27.0,27.0, , ,#4,1.72,16425.0,1987
2231,Elevator Apartments,22500.0,1.0,5.0,28.0,28.0, , ,#4,2.0,16425.0,1987
2232,Elevator Apartments,22000.0,1.0,5.0,24.0,26.0, , ,#4,2.0,16425.0,1987
2233,Walk-Up Apartments,27000.0,1.0,6.0,20.0,21.0, , ,#4,1.7,16425.0,1986
2234,Walk-Up Apartments,22000.0,1.0,5.0,26.0,26.0, , ,#4,1.73,16425.0,1986
2235,Elevator Apartments,17925.0,1.0,5.0,21.0,23.0, , ,#4,1.7,16425.0,1988
2236,Store Buildings,33880.0,1.0,5.0,35.0,35.0, , ,#4,2.9,16425.0,2000
2237,Elevator Apartments,22808.0,2.0,5.0,27.0,30.0, , ,#4,1.7,16425.0,1987
2238,Office Buildings,27540.0,1.0,6.0,33.0,33.0, , ,#4,2.0,16425.0,1987
2239,Elevator Apartments,32555.0,1.0,5.0,28.0,31.0, , ,#4,2.1,16425.0,1989
2240,Elevator Apartments,22750.0,1.0,5.0,27.0,27.0, , ,#4,2.0,16425.0,1987
2241,Elevator Apartments,21750.0,1.0,5.0,27.0,27.0, , ,#4,1.7,16425.0,1988
2242,Walk-Up Apartments,22000.0,1.0,5.0,28.0,28.0, , ,#4,2.0,16425.0,1985
2243,Walk-Up Apartments,23490.0,1.0,5.0,22.0,22.0, , ,#4,2.0,16425.0,1985
2244,Elevator Apartments,21750.0,1.0,5.0,25.0,25.0, , ,#4,1.6,16352.0,1979
2245,Elevator Apartments,10620.0,2.0,4.0,16.0,16.0, , ,#4,1.3,16200.0,1968
2246,Factory & Industrial Buildings,16530.0,1.0,5.0,21.0,23.0, , ,#4,1.5,16128.0,1985
2247,Hospitals & Health,17100.0,1.0,4.0,26.0,26.0, , ,#4,1.6,16060.0,1960
2248,Walk-Up Apartments,34700.0,1.0,5.0,30.0,34.0, , ,#4,2.6,16000.0,1985
2249,Elevator Apartments,37200.0,1.0,5.0,33.0,33.0, , ,#4,2.3,16000.0,1986
2250,Elevator Apartments,32600.0,1.0,5.0,26.0,33.0, , ,#4,2.3,16000.0,1988
2251,Walk-Up Apartments,38250.0,1.0,6.0,36.0,36.0, , ,#4,1.67,15878.0,2002
2252,Loft Buildings,22500.0,1.0,5.0,27.0,27.0, , ,#4,1.6,15878.0,2007
2253,Elevator Apartments,22333.0,1.0,4.0,26.0,26.0, , ,#4,1.6,15878.0,2007
2254,Condominiums,26500.0,1.0,5.0,33.0,33.0, , ,#4,1.6,15878.0,2008
2255,Elevator Apartments,32460.0,1.0,5.0,40.0,41.0, , ,#4,1.6,15878.0,2006
2256,Elevator Apartments,29892.0,1.0,6.0,30.0,30.0, , ,#4,2.1,15878.0,2001
2257,Condominiums,22750.0,1.0,5.0,21.0,21.0, , ,#4,1.6,15878.0,2008
2258,Elevator Apartments,20700.0,1.0,5.0,21.0,21.0, , ,#4,2.03,15878.0,1995
2259,Elevator Apartments,21320.0,1.0,5.0,29.0,29.0, , ,#4,2.3,15875.0,1993
2260,Hotels,17000.0,1.0,5.0,21.0,22.0, , ,#4,1.6,15875.0,2008
2261,Elevator Apartments,36000.0,1.0,5.0,43.0,43.0, , ,#4,2.1,15400.0,1985
2262,Elevator Apartments,29000.0,1.0,5.0,33.0,33.0, , ,#4,2.32,15148.0,1986
2263,Office Buildings,45500.0,1.0,5.0,56.0,56.0, , ,#4,3.72,15008.0,1991
2264,Elevator Apartments,29700.0,1.0,5.0,28.0,31.0, , ,#4,2.0,15000.0,1985
2265,Walk-Up Apartments,22500.0,1.0,6.0,25.0,25.0, , ,#4,2.03,15000.0,1988
2266,Walk-Up Apartments,22750.0,1.0,5.0,25.0,25.0, , ,#4,2.03,15000.0,1987
2267,Elevator Apartments,28536.0,8.0,3.0,17.0,17.0, , ,#4,2.9,15000.0,1984
2268,"Churches, Synagogues, etc.",25000.0,1.0,5.0,28.0,29.0, , ,#4,2.03,14819.0,1991
2269,Elevator Apartments,20250.0,1.0,5.0,24.0,24.0, , ,#4,1.8,14783.0,1980
2270,Elevator Apartments,16350.0,1.0,5.0,22.0,22.0, , ,#4,1.5,14782.0,1983
2271,Elevator Apartments,38819.0,1.0,6.0,37.0,37.0, , ,#4,2.1,14600.0,1983
2272,Elevator Apartments,25600.0,1.0,5.0,25.0,25.0, , ,#4,2.1,14600.0,1988
2273,Walk-Up Apartments,9190.0,1.0,5.0,13.0,14.0, , ,#4,1.4,14600.0,1983
2274,Office Buildings,13088.0,1.0,4.0,17.0,17.0, , ,#4,1.72,14600.0,1994
2275,Elevator Apartments,25350.0,1.0,5.0,30.0,30.0, , ,#4,2.6,14500.0,1984
2276,Walk-Up Apartments,21120.0,1.0,6.0,29.0,29.0, , ,#4,1.72,14000.0,1991
2277,Elevator Apartments,23000.0,1.0,4.0,26.0,27.0, , ,#4,1.74,14000.0,1978
2278,Educational Structures,25176.0,1.0,6.0,30.0,30.0, , ,#4,2.0,13875.0,2008
2279,Condominiums,24993.0,1.0,6.0,25.0,33.0, , ,#4,2.6,13505.0,1986
2280,Elevator Apartments,19875.0,1.0,5.0,23.0,25.0, , ,#4,1.34,13500.0,2003
2281,Hotels,20640.0,1.0,5.0,24.0,24.0, , ,#4,1.68,13469.0,2001
2282,Elevator Apartments,22554.0,1.0,3.0,28.0,28.0, , ,#4,1.3,13469.0,2008
2283,Elevator Apartments,24750.0,1.0,5.0,24.0,28.0, , ,#4,1.3,13469.0,2007
2284,Elevator Apartments,22550.0,1.0,5.0,32.0,32.0, , ,#4,1.34,13469.0,2001
2285,Office Buildings,23400.0,1.0,5.0,26.0,26.0, , ,#4,1.3,13469.0,2005
2286,Elevator Apartments,14248.0,1.0,4.0,17.0,17.0, , ,#4,1.72,13469.0,2000
2287,Elevator Apartments,21530.0,1.0,5.0,26.0,26.0, , ,#4,1.3,13469.0,2008
2288,Condominiums,19125.0,1.0,5.0,20.0,20.0, , ,#4,1.72,13468.0,1994
2289,Walk-Up Apartments,14615.0,1.0,5.0,21.0,21.0, , ,#4,1.72,13468.0,1994
2290,Office Buildings,22000.0,1.0,5.0,27.0,27.0, , ,#4,1.33,13468.0,2003
2291,Elevator Apartments,17000.0,1.0,4.0,20.0,20.0, , ,#4,1.72,13468.0,1994
2292,Walk-Up Apartments,21460.0,1.0,5.0,30.0,33.0, , ,#4,1.7,13468.0,1999
2293,Elevator Apartments,113670.0,1.0,8.0,87.0,88.0, , ,#4,1.3,13468.0,2006
2294,Elevator Apartments,32815.0,1.0,5.0,40.0,40.0, , ,#4,2.6,13432.0,1987
2295,Walk-Up Apartments,117922.0,1.0,14.0,105.0,105.0, ,YES,#6,105.0,13400.0,2002
2296,Elevator Apartments,45600.0,1.0,6.0,44.0,47.0, , ,#4,2.6,13248.0,1985
2297,Hotels,23400.0,1.0,6.0,28.0,28.0, , ,#4,2.03,13231.0,1986
2298,Elevator Apartments,15925.0,1.0,5.0,27.0,27.0, , ,#4,1.72,13140.0,1992
2299,Elevator Apartments,18600.0,1.0,5.0,26.0,26.0, , ,#4,1.57,13000.0,1989
2300,Elevator Apartments,36800.0,1.0,5.0,28.0,28.0, , ,#4,2.03,12500.0,1985
2301,Elevator Apartments,67964.0,1.0,2.0,0.0,5.0, , ,#4,4.0,12475.0,1982
2302,Elevator Apartments,70900.0,1.0,6.0,71.0,71.0, , ,#6,4.3,12400.0,1981
2303,Condominiums,17930.0,1.0,5.0,20.0,22.0, , ,#4,1.68,12264.0,2002
2304,Walk-Up Apartments,12040.0,1.0,4.0,15.0,15.0, , ,#4,1.2,12000.0,1955
2305,Elevator Apartments,21120.0,1.0,6.0,28.0,28.0, , ,#4,1.72,12000.0,1989
2306,Elevator Apartments,15200.0,1.0,4.0,13.0,13.0, , ,#4,1.1,11680.0,1964
2307,Office Buildings,11250.0,1.0,5.0,16.0,16.0, , ,#4,1.1,11000.0,1972
2308,Walk-Up Apartments,41400.0,1.0,6.0,51.0,51.0, , ,#6,4.2,10101.0,1966
2309,Educational Structures,22500.0,1.0,5.0,21.0,21.0, , ,#4,2.1,10000.0,1988
2310,Elevator Apartments,48000.0,1.0,6.0,43.0,44.0, , ,#4,3.4,10000.0,1978
2311,Elevator Apartments,63024.0,1.0,6.0,49.0,49.0, , ,#6,3.8,7910.0,1980
2312,Elevator Apartments,102000.0,1.0,5.0,0.0,0.0, , ,#4,4.3,3300.0,1982
2313,Elevator Apartments,42000.0,1.0,5.0,41.0,41.0, , ,#4,2.6,3000.0,1984
2314,Elevator Apartments,12000.0,1.0,2.0,0.0,13.0, , ,#4,1.5,1901.0,1955
2315,Elevator Apartments,22000.0,1.0,5.0,32.0,32.0, , ,#4,1.68,176.0,2001
2316,Elevator Apartments,2265343.0,11.0,12.0,0.0,4.0, , ,#6,0.0,0.0,1967
2317,Walk-Up Apartments,37300.0,1.0,6.0,37.0,38.0, , ,#4,2.0,0.0,2008
2318,Elevator Apartments,70961.0,1.0,6.0,72.0,72.0, , ,#4,4.1,0.0,2007
2319,Elevator Apartments,43905.0,1.0,5.0,55.0,62.0, , ,#4,4.2,0.0,1986
2320,Walk-Up Apartments,59446.0,1.0,6.0,54.0,54.0, , ,#6,4.1,0.0,1978
2321,Elevator Apartments,54000.0,1.0,5.0,55.0,55.0, , ,#6,4.2,0.0,1980
2322,Elevator Apartments,45907.0,2.0,6.0,42.0,45.0, , ,#6,5.85,0.0,1968
2323,Loft Buildings,1303935.0,6.0,9.0,0.0,7.0, , ,#6,82.0,0.0,2006
2324,Loft Buildings,28800.0,1.0,6.0,33.0,33.0, , ,#6,2.34,0.0,2008
2325,Office Buildings,42372.0,1.0,6.0,43.0,43.0, , ,#6,2.67,0.0,2008
2326,Elevator Apartments,53040.0,1.0,5.0,50.0,50.0, , ,#6,0.0,0.0,1980
2327,Elevator Apartments,45483.0,1.0,6.0,38.0,42.0, , ,#6,30.0,0.0,1985
2328,Elevator Apartments,37470.0,1.0,5.0,47.0,47.0, , ,#4,2.34,0.0,2003
2329,Educational Structures,27930.0,3.0,5.0,30.0,32.0, , ,#6,2.5,0.0,1972
2330,Elevator Apartments,237021.0,12.0,12.0,0.0,1.0, , ,#4,0.0,0.0,2008
2331,Warehouses,32580.0,1.0,5.0,40.0,44.0, , ,#4,0.0,0.0,2005
2332,Walk-Up Apartments,48775.0,1.0,6.0,49.0,49.0, , ,#4,0.0,0.0,2008
2333,Elevator Apartments,130130.0,2.0,5.0,152.0,152.0, , ,#6,0.0,0.0,2006
2334,Walk-Up Apartments,78095.0,1.0,6.0,84.0,84.0, , ,#6,0.0,0.0,2003
2335,Walk-Up Apartments,39240.0,1.0,6.0,51.0,51.0, , ,#6,0.0,0.0,2005
2336,Elevator Apartments,28000.0,1.0,6.0,32.0,32.0, , ,#4,2.1,0.0,1973
2337,Elevator Apartments,12140.0,1.0,2.0,0.0,3.0, , ,#4,2.8,0.0,1966
2338,Educational Structures,18612.0,1.0,6.0,22.0,22.0, , ,#4,1.34,0.0,1986
2339,Elevator Apartments,141170.0,5.0,8.0,0.0,1.0, , ,#6,4.2,0.0,1970
2340,Walk-Up Apartments,42100.0,1.0,5.0,56.0,56.0, , ,#6,3.3,0.0,1972
2341,Elevator Apartments,279000.0,1.0,6.0,182.0,185.0, , ,#6,16.4,0.0,1978
2342,Elevator Apartments,61500.0,1.0,6.0,61.0,61.0, , ,#6,3.8,0.0,1986
2343,Elevator Apartments,17407.0,1.0,5.0,18.0,18.0, , ,#4,2.3,0.0,2005
2344,Condominiums,66033.0,3.0,5.0,54.0,54.0, , ,#4,3.3,0.0,2005
2345,Elevator Apartments,44066.0,2.0,5.0,45.0,45.0, , ,#4,2.6,0.0,2006
2346,Educational Structures,43270.0,1.0,5.0,52.0,52.0, , ,#4,3.3,0.0,2007
2347,Walk-Up Apartments,0.0,0.0,0.0,0.0,0.0, ,YES,#6,0.0,0.0,2006
2348,Elevator Apartments,43270.0,1.0,5.0,52.0,52.0, , ,#4,0.0,0.0,2006
2349,Walk-Up Apartments,27840.0,1.0,5.0,39.0,41.0, , ,#4,0.0,0.0,1990
2350,Elevator Apartments,63108.0,1.0,6.0,62.0,62.0, , ,#6,5.9,0.0,1968
2351,Elevator Apartments,42500.0,1.0,5.0,44.0,44.0, , ,#4,3.2,0.0,1973
2352,Office Buildings,107841.0,1.0,6.0,74.0,74.0, ,YES,#6,8.5,0.0,1979
2353,Elevator Apartments,49388.0,1.0,6.0,54.0,54.0, , ,#6,4.9,0.0,1973
2354,Elevator Apartments,16840.0,1.0,5.0,21.0,21.0, , ,#6,3.2,0.0,1966
2355,Elevator Apartments,370990.0,1.0,24.0,327.0,327.0, ,YES,#6,14.7,584000.0,1989
2356,Elevator Apartments,751412.0,3.0,21.0,772.0,772.0, ,YES,#6,17.9,475000.0,1987
2357,Walk-Up Apartments,758750.0,3.0,21.0,774.0,774.0, ,YES,#6,26.55,475000.0,1987
2358,Elevator Apartments,894000.0,3.0,22.0,774.0,774.0, ,YES,#6,20.65,475000.0,1987
2359,Elevator Apartments,421800.0,2.0,19.0,364.0,364.0, ,YES,#6,17.4,380696.0,1982
2360,Condominiums,440000.0,2.0,17.0,320.0,320.0, ,YES,#6,15.5,368614.0,1980
2361,Elevator Apartments,511776.0,1.0,6.0,0.0,1.0, , ,#6,39.9,367506.0,1970
2362,Elevator Apartments,188768.0,1.0,17.0,161.0,161.0, ,YES,#6,11.9,306600.0,1979
2363,Office Buildings,260189.0,2.0,18.0,238.0,240.0, ,YES,#6,10.4,273130.0,1981
2364,Elevator Apartments,176680.0,1.0,6.0,138.0,138.0, , ,#6,12.6,246842.0,1994
2365,Elevator Apartments,257300.0,3.0,6.0,263.0,263.0, , ,#6,12.6,246842.0,1994
2366,Office Buildings,574055.0,7.0,8.0,0.0,0.0, , ,#6,31.5,242362.0,1990
2367,Elevator Apartments,184350.0,1.0,5.0,0.0,0.0, , ,#6,25.2,220000.0,1978
2368,Elevator Apartments,187667.0,1.0,15.0,183.0,183.0, ,YES,#6,9.9,213524.0,1985
2369,Loft Buildings,476450.0,4.0,15.0,303.0,304.0, ,YES,#4,14.75,213524.0,1991
2370,Elevator Apartments,187667.0,1.0,15.0,183.0,183.0, ,YES,#6,9.9,213524.0,1985
2371,Elevator Apartments,187667.0,1.0,15.0,183.0,183.0, ,YES,#6,9.9,213524.0,1985
2372,Office Buildings,306853.0,1.0,8.0,0.0,1.0, , ,#6,15.7,204400.0,1971
2373,Office Buildings,398223.0,2.0,17.0,342.0,342.0, ,YES,#6,33.0,183960.0,1984
2374,Condominiums,334581.0,1.0,16.0,286.0,286.0, ,YES,#6,20.65,177390.0,2000
2375,Walk-Up Apartments,894000.0,3.0,22.0,774.0,774.0, ,YES,#6,15.7,163520.0,1976
2376,Walk-Up Apartments,120000.0,1.0,6.0,127.0,127.0, ,YES,#4,10.5,157680.0,1983
2377,Elevator Apartments,195726.0,1.0,6.0,193.0,200.0, ,YES,#6,14.7,147825.0,1980
2378,Elevator Apartments,112712.0,1.0,10.0,122.0,122.0, , ,#6,7.4,143725.0,1994
2379,Elevator Apartments,155208.0,1.0,6.0,156.0,161.0, , ,#6,12.6,138226.0,1982
2380,Elevator Apartments,194880.0,2.0,6.0,240.0,240.0, , ,#6,8.2,136531.0,1993
2381,Elevator Apartments,130950.0,1.0,6.0,154.0,154.0, , ,#6,7.0,131400.0,1986
2382,Elevator Apartments,159610.0,1.0,19.0,194.0,194.0, , ,#4,5.02,130816.0,2002
2383,Educational Structures,264180.0,1.0,11.0,0.0,1.0, , ,#4,16.73,130246.0,1988
2384,Elevator Apartments,191476.0,1.0,11.0,150.0,150.0, ,YES,#6,7.35,130232.0,1991
2385,Elevator Apartments,75624.0,1.0,6.0,91.0,91.0, ,YES,#6,6.3,114975.0,1981
2386,Walk-Up Apartments,117600.0,1.0,6.0,112.0,112.0, , ,#6,10.4,113442.0,1984
2387,Walk-Up Apartments,129126.0,1.0,6.0,93.0,93.0, , ,#6,10.4,113442.0,1985
2388,Elevator Apartments,159996.0,1.0,6.0,200.0,200.0, , ,#6,8.4,110960.0,2000
2389,Elevator Apartments,67134.0,1.0,6.0,62.0,62.0, ,YES,#6,6.3,107054.0,1980
2390,Elevator Apartments,73400.0,1.0,11.0,57.0,60.0, ,YES,#4,6.3,106288.0,1978
2391,Elevator Apartments,129120.0,1.0,10.0,0.0,21.0, , ,#6,4.9,102200.0,1969
2392,Elevator Apartments,121464.0,1.0,6.0,144.0,144.0, ,YES,#6,5.02,98550.0,2002
2393,Walk-Up Apartments,343718.0,1.0,6.0,0.0,5.0, , ,#4,25.1,97846.0,1983
2394,Condominiums,79170.0,1.0,6.0,54.0,54.0, , ,#6,7.41,97518.0,1986
2395,Walk-Up Apartments,102550.0,1.0,6.0,125.0,125.0, ,YES,#6,9.8,95450.0,1979
2396,Elevator Apartments,144054.0,1.0,6.0,148.0,148.0, ,YES,#6,10.0,93294.0,2005
2397,Office Buildings,63522.0,1.0,6.0,82.0,82.0, ,YES,#6,5.1,93002.0,1986
2398,Factory & Industrial Buildings,201462.0,1.0,15.0,147.0,147.0, , ,#6,5.0,90885.0,2006
2399,Elevator Apartments,102924.0,1.0,6.0,106.0,106.0, ,YES,#6,8.2,89681.0,1988
2400,Elevator Apartments,106800.0,1.0,6.0,84.0,84.0, ,YES,#6,8.2,89681.0,1988
2401,Walk-Up Apartments,188540.0,1.0,11.0,190.0,192.0, ,YES,#6,8.2,89681.0,1986
2402,Elevator Apartments,104465.0,1.0,6.0,88.0,88.0, ,YES,#6,8.2,89681.0,1994
2403,Hotels,76000.0,1.0,6.0,83.0,83.0, ,YES,#6,8.4,87600.0,1976
2404,Walk-Up Apartments,79120.0,1.0,6.0,83.0,83.0, , ,#6,5.6,87600.0,1994
2405,Elevator Apartments,152200.0,1.0,16.0,160.0,160.0, ,YES,#6,8.4,87600.0,1972
2406,Elevator Apartments,94100.0,1.0,6.0,91.0,91.0, ,YES,#6,4.41,87600.0,1969
2407,Elevator Apartments,38280.0,1.0,4.0,55.0,55.0, , ,#6,7.8,85082.0,1984
2408,Elevator Apartments,159996.0,1.0,6.0,200.0,200.0, , ,#6,7.8,85082.0,1999
2409,Office Buildings,148680.0,1.0,6.0,132.0,132.0, ,YES,#6,8.1,84680.0,1984
2410,Elevator Apartments,148680.0,1.0,6.0,132.0,132.0, ,YES,#6,7.9,82490.0,1984
2411,Elevator Apartments,97332.0,1.0,6.0,78.0,78.0, ,YES,#6,8.19,82125.0,1992
2412,Elevator Apartments,85165.0,1.0,6.0,108.0,108.0, ,YES,#6,7.8,82125.0,1982
2413,Elevator Apartments,97000.0,1.0,6.0,120.0,120.0, , ,#4,4.4,82125.0,2008
2414,Elevator Apartments,97092.0,1.0,6.0,130.0,130.0, , ,#6,7.35,82011.0,1980
2415,Elevator Apartments,96000.0,1.0,6.0,84.0,84.0, ,YES,#6,7.8,81760.0,1982
2416,Elevator Apartments,143418.0,4.0,6.0,144.0,144.0, ,YES,#6,10.4,81030.0,1997
2417,Elevator Apartments,146706.0,1.0,6.0,88.0,88.0,YES, ,#6,7.4,80483.0,1985
2418,Hotels,96600.0,1.0,6.0,96.0,96.0, , ,#6,7.4,80483.0,1984
2419,Office Buildings,109832.0,2.0,6.0,132.0,132.0, , ,#6,7.4,80483.0,1984
2420,Elevator Apartments,85619.0,1.0,6.0,0.0,0.0, , ,#6,5.5,80482.0,1969
2421,Elevator Apartments,90000.0,1.0,6.0,87.0,87.0, ,YES,#6,6.3,80000.0,1977
2422,Walk-Up Apartments,92250.0,1.0,6.0,120.0,120.0, ,YES,#6,8.19,78840.0,1985
2423,Elevator Apartments,64400.0,1.0,3.0,0.0,1.0, , ,#4,6.3,78840.0,2000
2424,Elevator Apartments,59145.0,1.0,6.0,66.0,66.0, ,YES,#6,4.31,78438.0,1977
2425,Walk-Up Apartments,111912.0,1.0,6.0,108.0,108.0, , ,#6,7.0,76650.0,1982
2426,Walk-Up Apartments,95100.0,1.0,6.0,99.0,99.0, , ,#6,6.3,76285.0,1978
2427,Walk-Up Apartments,64000.0,1.0,6.0,77.0,77.0, , ,#6,8.81,75044.0,1991
2428,Walk-Up Apartments,100000.0,1.0,6.0,90.0,90.0, ,YES,#6,8.2,73913.0,1984
2429,Elevator Apartments,120846.0,1.0,6.0,122.0,122.0, ,YES,#6,8.19,73912.0,1988
2430,Walk-Up Apartments,140595.0,1.0,6.0,100.0,105.0, ,YES,#6,8.2,73000.0,1992
2431,Condominiums,91200.0,1.0,6.0,78.0,83.0, , ,#6,8.2,71029.0,1981
2432,Walk-Up Apartments,114764.0,1.0,6.0,91.0,91.0, ,YES,#6,6.3,70979.0,1980
2433,Elevator Apartments,84000.0,1.0,6.0,78.0,78.0, , ,#6,6.4,70518.0,1997
2434,Elevator Apartments,118785.0,1.0,6.0,85.0,85.0, ,YES,#4,6.3,68730.0,1986
2435,Elevator Apartments,67272.0,1.0,6.0,68.0,68.0, ,YES,#6,6.3,68730.0,1986
2436,Office Buildings,104100.0,1.0,6.0,114.0,114.0, ,YES,#6,6.3,68730.0,1990
2437,Elevator Apartments,81000.0,1.0,6.0,112.0,112.0, , ,#6,6.3,68730.0,1986
2438,Elevator Apartments,65400.0,1.0,6.0,71.0,71.0, , ,#6,6.3,68730.0,1985
2439,Elevator Apartments,87552.0,1.0,6.0,66.0,76.0, , ,#6,6.3,68730.0,1982
2440,Elevator Apartments,78889.0,1.0,6.0,86.0,99.0, , ,#6,6.3,68730.0,1986
2441,Elevator Apartments,101000.0,1.0,6.0,96.0,96.0, , ,#4,6.3,68730.0,1984
